frequency_ghz,transfer_real,transfer_imaginary,transfer_magnitude_db
4.187744140762969209e+02,1.073569335021803961e-01,-1.032129551119797650e+00,3.214187158407844636e-01
4.188781738419253315e+02,1.057585869593241079e-01,-1.031278929490486718e+00,3.129577915261056442e-01
4.189819336075537990e+02,1.047645217636791748e-01,-1.029493268816425999e+00,2.972133906233138667e-01
4.190856933731822096e+02,1.016726446852460469e-01,-1.027919039026811143e+00,2.814605308924624794e-01
4.191894531388106202e+02,1.003524081913656218e-01,-1.027305313584421231e+00,2.752362229294929574e-01
4.192932129044390308e+02,9.887837748395809923e-02,-1.026287755765420640e+00,2.655103271506197848e-01
4.193969726700674414e+02,9.710402274993998328e-02,-1.025922564610092680e+00,2.610255602446574508e-01
4.195007324356958520e+02,9.407001614060911399e-02,-1.024340137713959153e+00,2.453569721182425889e-01
4.196044922013242626e+02,9.234670928042063021e-02,-1.023974039045790319e+00,2.409583760738904235e-01
4.197082519669526732e+02,9.043442369062844322e-02,-1.023207592675613009e+00,2.330686146809094195e-01
4.198120117325811407e+02,8.903963828815451842e-02,-1.022976749194669965e+00,2.300930463853770036e-01
4.199157714982095513e+02,8.667808632748615072e-02,-1.021980480306502903e+00,2.199806746122757728e-01
4.200195312638379619e+02,8.416600763938160423e-02,-1.020284946554999239e+00,2.038833777462668584e-01
4.201232910294663725e+02,8.223233067703092369e-02,-1.018941356095673934e+00,1.911780460307099250e-01
4.202270507950947831e+02,8.104787622909914724e-02,-1.019055710221102196e+00,1.913428473386937223e-01
4.203308105607231937e+02,7.920149508084214918e-02,-1.018278204516451346e+00,1.835233227584916194e-01
4.204345703263516043e+02,7.849784799289484527e-02,-1.016796573442651397e+00,1.704886667930067268e-01
4.205383300919800149e+02,7.686400004464390145e-02,-1.016135537301469771e+00,1.638120134936390526e-01
4.206420898576084824e+02,7.371036040858389149e-02,-1.015852715025441055e+00,1.594203878251473361e-01
4.207458496232368930e+02,7.195291054753000237e-02,-1.014109698798890014e+00,1.435069495291743935e-01
4.208496093888653036e+02,7.035302390333696143e-02,-1.014003188260656607e+00,1.416422654053574592e-01
4.209533691544937142e+02,6.770903821533615086e-02,-1.013747302774477443e+00,1.379250987753865010e-01
4.210571289201221248e+02,6.646585030875389044e-02,-1.013061794695260920e+00,1.313729403270125495e-01
4.211608886857505354e+02,6.552692872103320354e-02,-1.011536725668529701e+00,1.178196823901454526e-01
4.212646484513789460e+02,6.347247774200290293e-02,-1.010406328591013203e+00,1.070255447827135331e-01
4.213684082170074134e+02,6.050997096463300862e-02,-1.010273042140617861e+00,1.043271690553751463e-01
4.214721679826358240e+02,5.977511784904362968e-02,-1.010093911287079038e+00,1.024175317935758500e-01
4.215759277482642347e+02,5.914256276293829856e-02,-1.009577348165648925e+00,9.767052742614656946e-02
4.216796875138926453e+02,5.670176100991106138e-02,-1.009322590887303583e+00,9.428450513176264702e-02
4.217834472795210559e+02,5.439921309230038443e-02,-1.008024125816625816e+00,8.204831846684899899e-02
4.218872070451494665e+02,5.219134511417770211e-02,-1.008419939036336421e+00,8.444611108285854373e-02
4.219909668107778771e+02,5.060396509248542285e-02,-1.008273383296708570e+00,8.249178247865338043e-02
4.220947265764062877e+02,4.853482440395061326e-02,-1.007783086036012410e+00,7.740259982572864073e-02
4.221984863420347551e+02,4.741889867285158794e-02,-1.006495387330939684e+00,6.586479869374120555e-02
4.223022461076631657e+02,4.501852410687669226e-02,-1.006593608426644693e+00,6.576146561348061859e-02
4.224060058732915763e+02,4.256917294907780480e-02,-1.006480521427700170e+00,6.386952589784983259e-02
4.225097656389199869e+02,4.123887547702789064e-02,-1.005623402849856074e+00,5.600473510995186005e-02
4.226135254045483975e+02,4.035519070075831854e-02,-1.005375419842945872e+00,5.355686773702676706e-02
4.227172851701768082e+02,3.852209660275497660e-02,-1.004681649395472220e+00,4.694950793986436832e-02
4.228210449358052188e+02,3.516748516687220882e-02,-1.003512434431337308e+00,3.578550277505710558e-02
4.229248047014336294e+02,3.367588960389814728e-02,-1.003514329610497580e+00,3.535956338915009767e-02
4.230285644670620968e+02,3.316953550396040118e-02,-1.003408416844202788e+00,3.429798258928687393e-02
4.231323242326905074e+02,3.059127039680063775e-02,-1.003304282026808325e+00,3.268895377377861733e-02
4.232360839983189180e+02,2.946555924563817180e-02,-1.002391719795485692e+00,2.450044624144316271e-02
4.233398437639473286e+02,2.863206837882295228e-02,-1.001786338743515081e+00,1.904829113009070748e-02
4.234436035295757392e+02,2.517714340777357090e-02,-1.002078733967957103e+00,2.077758171199984086e-02
4.235473632952041498e+02,2.325605205994456248e-02,-1.001670617675479491e+00,1.683908951758361291e-02
4.236511230608325604e+02,2.231269742598141620e-02,-1.001142131939963154e+00,1.207146813602427357e-02
4.237548828264609710e+02,2.084090568167388732e-02,-1.001152576747134981e+00,1.188697031371580004e-02
4.238586425920894385e+02,1.908172780897172266e-02,-1.001242461755554425e+00,1.236229822673511232e-02
4.239624023577178491e+02,1.725907426489210403e-02,-1.000244787846562344e+00,3.418771956794492296e-03
4.240661621233462597e+02,1.519587229566201833e-02,-1.000294969027920366e+00,3.563832725609482072e-03
4.241699218889746703e+02,1.298809134809657088e-02,-1.000248529087866878e+00,2.890615890309796397e-03
4.242736816546030809e+02,1.201123847982800419e-02,-1.000618166619307692e+00,5.993405149323141785e-03
4.243774414202314915e+02,1.026875894165736429e-02,-9.999673791810417267e-01,1.746125615615232900e-04
4.244812011858599021e+02,8.378757263209376735e-03,-9.996538817719751169e-01,-2.701774431700423341e-03
4.245849609514883696e+02,6.717716430629451681e-03,-1.000143453766749513e+00,1.441860755547672707e-03
4.246887207171167802e+02,6.381319591771335807e-03,-1.000280646033462340e+00,2.614065755822169226e-03
4.247924804827451908e+02,4.631725903500574434e-03,-9.999695702989064294e-01,-1.711396808569221680e-04
4.248962402483736014e+02,1.768399396443734971e-03,-9.997132171211164930e-01,-2.477732500190841288e-03
4.250000000140020120e+02,-8.627412322736821527e-04,-9.999918822864873880e-01,-6.727724733635599946e-05
4.251037597796304226e+02,-2.294691848772233665e-03,-9.997147472307098548e-01,-2.455146273517804390e-03
4.252075195452588332e+02,-3.566794567542198868e-03,-9.997663233898370638e-01,-1.974649904254080230e-03
4.253112793108872438e+02,-4.647438035215817505e-03,-9.995125234965253069e-01,-4.141307093291736637e-03
4.254150390765157113e+02,-5.833411272533034486e-03,-9.997455678746672847e-01,-2.062393127984234794e-03
4.255187988421441219e+02,-7.329492438098828867e-03,-1.000153998683087408e+00,1.570743809691544160e-03
4.256225586077725325e+02,-9.386959703349000844e-03,-1.000190674836999971e+00,2.038538613249274607e-03
4.257263183734009431e+02,-1.154623510845996688e-02,-1.000255221416024298e+00,2.795190291609521600e-03
4.258300781390293537e+02,-1.429850599327112982e-02,-1.000636766519397147e+00,6.415806530400890335e-03
4.259338379046577643e+02,-1.679306233266242634e-02,-1.000991647758993075e+00,9.831218313171560808e-03
4.260375976702861749e+02,-1.876830862972949515e-02,-1.000164884805547993e+00,2.961079358942342137e-03
4.261413574359145855e+02,-1.923565785333694600e-02,-1.000834829977239382e+00,8.852175375805911017e-03
4.262451172015430529e+02,-2.061703810007906382e-02,-1.001069943347278501e+00,1.113012910678449000e-02
4.263488769671714635e+02,-2.189601942046991503e-02,-1.001219772392174301e+00,1.266494785238506116e-02
4.264526367327998742e+02,-2.322174153936156990e-02,-1.001386179121223075e+00,1.436668457899562337e-02
4.265563964984282848e+02,-2.608938601129668841e-02,-1.001020178970962293e+00,1.180567309365278955e-02
4.266601562640566954e+02,-2.789025665907524792e-02,-1.001217127791331318e+00,1.393412483019403417e-02
4.267639160296851060e+02,-2.935551872195648129e-02,-1.001757351960644638e+00,1.897856643432882170e-02
4.268676757953135166e+02,-2.999057118988220083e-02,-1.002244637786029680e+00,2.336180400980679417e-02
4.269714355609419272e+02,-3.191188421053443164e-02,-1.003291086390376341e+00,3.293060509137375746e-02
4.270751953265703946e+02,-3.361052867604217426e-02,-1.003189603637200333e+00,3.253265803849682281e-02
4.271789550921988052e+02,-3.529301557923026494e-02,-1.004311948313646230e+00,4.273248911697152125e-02
4.272827148578272158e+02,-3.780865681321455424e-02,-1.003729992173097108e+00,3.849582042088287026e-02
4.273864746234556264e+02,-4.181031797631213492e-02,-1.004115208469416043e+00,4.319419267687771291e-02
4.274902343890840370e+02,-4.291970413450002519e-02,-1.005482500683779978e+00,5.539626882334951208e-02
4.275939941547124477e+02,-4.284839685706317430e-02,-1.005291124716022999e+00,5.371967790673790044e-02
4.276977539203408583e+02,-4.474312695626721237e-02,-1.006243707493391204e+00,6.264185879908654164e-02
4.278015136859693257e+02,-4.717842928042759176e-02,-1.006508079788695165e+00,6.587678530116167219e-02
4.279052734515977363e+02,-4.978023883725562343e-02,-1.006065580681269944e+00,6.314558225589145257e-02
4.280090332172261469e+02,-5.182864049144166735e-02,-1.007919131115847744e+00,7.998207030693457731e-02
4.281127929828545575e+02,-5.202556980679053783e-02,-1.008769089033328736e+00,8.737138095915418512e-02
4.282165527484829681e+02,-5.285359547342546871e-02,-1.008976029517909101e+00,8.951778414624003699e-02
4.283203125141113787e+02,-5.718681975117555216e-02,-1.009350250884406996e+00,9.475652986412438916e-02
4.284240722797397893e+02,-5.974150483776240195e-02,-1.009363605139798503e+00,9.614016586293783195e-02
4.285278320453681999e+02,-5.955051108453680159e-02,-1.008603072011585056e+00,8.951901597178196779e-02
4.286315918109966674e+02,-6.130744576257868977e-02,-1.010068980707136799e+00,1.029908664729283219e-01
4.287353515766250780e+02,-6.233568545073411155e-02,-1.011937409834299029e+00,1.195215854842721775e-01
4.288391113422534886e+02,-6.374887903345041740e-02,-1.013290846201535533e+00,1.318378771300367236e-01
4.289428711078818992e+02,-6.524842884955850408e-02,-1.011967270096161498e+00,1.213466534296095134e-01
4.290466308735103098e+02,-6.772731366616553672e-02,-1.013578730772890069e+00,1.364974697923733715e-01
4.291503906391387204e+02,-6.957670125491052793e-02,-1.014820845105264491e+00,1.481539978155649862e-01
4.292541504047671310e+02,-7.128529317284235112e-02,-1.015445865999863306e+00,1.544857539304918259e-01
4.293579101703955416e+02,-7.370929479991951416e-02,-1.016058737329314399e+00,1.611718901067152043e-01
4.294616699360240091e+02,-7.468169448884730277e-02,-1.015792133492008809e+00,1.595085448743995826e-01
4.295654297016524197e+02,-7.631258586201217220e-02,-1.016229252648479076e+00,1.642553024704934139e-01
4.296691894672808303e+02,-7.791642738438715743e-02,-1.018199322108235938e+00,1.820136783190708096e-01
4.297729492329092409e+02,-8.009461342498937209e-02,-1.019918261273533799e+00,1.980081669336760664e-01
4.298767089985376515e+02,-8.320691775826304093e-02,-1.020263860839468295e+00,2.030398220529040787e-01
4.299804687641660621e+02,-8.430215241871298615e-02,-1.020990783159010373e+00,2.099445659067415704e-01
4.300842285297944727e+02,-8.758582937823197745e-02,-1.021356239073502925e+00,2.153653153202005066e-01
4.301879882954229402e+02,-8.863879952488118441e-02,-1.021950557424242678e+00,2.211471572794977691e-01
4.302917480610513508e+02,-8.993228107669801186e-02,-1.023002605063883852e+00,2.309688648551992685e-01
4.303955078266797614e+02,-9.209667627859044470e-02,-1.023041981104906517e+00,2.329226177775423345e-01
4.304992675923081720e+02,-9.402262695324350994e-02,-1.023840518342130190e+00,2.411182533048418508e-01
4.306030273579365826e+02,-9.581535384292935720e-02,-1.024846386470825266e+00,2.509714804927994924e-01
4.307067871235649932e+02,-9.801011240629280141e-02,-1.026097761774466433e+00,2.632182598424207542e-01
4.308105468891934038e+02,-1.000379100202298116e-01,-1.027650841338779042e+00,2.778728450838374164e-01
4.309143066548218144e+02,-1.015263708880745491e-01,-1.028185018389425442e+00,2.835650687401735648e-01
4.310180664204502818e+02,-1.028483711476334272e-01,-1.029057877836765611e+00,2.919618015535955791e-01
4.311218261860786924e+02,-1.049593870936798568e-01,-1.030041633625220943e+00,3.019569281266253347e-01
4.312255859517071030e+02,-1.074409286333028457e-01,-1.030836179711745126e+00,3.107171815767669765e-01
4.313293457173355137e+02,-1.090599734413767591e-01,-1.032573791258541318e+00,3.266013860320901574e-01
4.314331054829639243e+02,-1.120280192590165924e-01,-1.033712762152040332e+00,3.387082920133808184e-01
4.315368652485923917e+02,-1.133073530983587096e-01,-1.033983073090759097e+00,3.421102528076576110e-01
4.316406250142208023e+02,-1.148725379285288617e-01,-1.033974175211657576e+00,3.434697427089646871e-01
4.317443847798492698e+02,-1.159698121222889483e-01,-1.035478650551313828e+00,3.569585036469851147e-01
4.318481445454776804e+02,-1.172356035560926657e-01,-1.037394729486941225e+00,3.739940808041816167e-01
4.319519043111060910e+02,-1.207228844196821665e-01,-1.038451742878649942e+00,3.860269330890872541e-01
4.320556640767345016e+02,-1.229776712622147328e-01,-1.039877945141693738e+00,3.999661439417726561e-01
4.321594238423629122e+02,-1.252653384646933710e-01,-1.040594713862983189e+00,4.081143283893362561e-01
4.322631836079913228e+02,-1.262644007974065286e-01,-1.040959233390650107e+00,4.121056881647521264e-01
4.323669433736197334e+02,-1.277570940073674555e-01,-1.043473373353020373e+00,4.342459027561683671e-01
4.324707031392481440e+02,-1.299363267243860975e-01,-1.045077041660785744e+00,4.495875116738300425e-01
4.325744629048766114e+02,-1.331941086901134441e-01,-1.044896957736174858e+00,4.514700413609757934e-01
4.326782226705050221e+02,-1.351375223259904113e-01,-1.045337548659813764e+00,4.571122119379976700e-01
4.327819824361334327e+02,-1.373079390078623119e-01,-1.047049179199879942e+00,4.733930714373915105e-01
4.328857422017618433e+02,-1.383550515677060000e-01,-1.047889641094198465e+00,4.813668812040768907e-01
4.329895019673902539e+02,-1.407908379623668549e-01,-1.049549094158892970e+00,4.975100953474900223e-01
4.330932617330186645e+02,-1.426076755556904829e-01,-1.050313213120474432e+00,5.057106464805285473e-01
4.331970214986470751e+02,-1.447399115184808682e-01,-1.052559511270065640e+00,5.262899167587881122e-01
4.333007812642754857e+02,-1.460590515388802690e-01,-1.053872024010390485e+00,5.383855788986333657e-01
4.334045410299039531e+02,-1.478234111308447674e-01,-1.054767549522278358e+00,5.476098988953512769e-01
4.335083007955323637e+02,-1.510439110048533984e-01,-1.055091653706748289e+00,5.539081745749105945e-01
4.336120605611607743e+02,-1.527255484919714523e-01,-1.056393057998282314e+00,5.663481381778099344e-01
4.337158203267891849e+02,-1.540755516980794326e-01,-1.058309901761058658e+00,5.833457146681060301e-01
4.338195800924175956e+02,-1.571396241959439333e-01,-1.058121974703567059e+00,5.854558128255544780e-01
4.339233398580460062e+02,-1.594483474008411561e-01,-1.060164442697292708e+00,6.046077211720144451e-01
4.340270996236744168e+02,-1.612874459928378967e-01,-1.061022921163553789e+00,6.137076955166543835e-01
4.341308593893028842e+02,-1.634068561075278925e-01,-1.061837171795245505e+00,6.228106245811984021e-01
4.342346191549312948e+02,-1.659441809463931550e-01,-1.064105925650380424e+00,6.440515640878087256e-01
4.343383789205597054e+02,-1.678374446665803765e-01,-1.064642668822068927e+00,6.506909815633034055e-01
4.344421386861881160e+02,-1.696379233598065417e-01,-1.066307221346417755e+00,6.661962357759414477e-01
4.345458984518165266e+02,-1.720723670150968443e-01,-1.066369424411668154e+00,6.697879551165653034e-01
4.346496582174449372e+02,-1.746423702337404071e-01,-1.068091121011237599e+00,6.867503983489270381e-01
4.347534179830733478e+02,-1.776982040726619028e-01,-1.071389550314510331e+00,7.168035225813178535e-01
4.348571777487017584e+02,-1.779519909699388835e-01,-1.072790848577732659e+00,7.281845322384673524e-01
4.349609375143302259e+02,-1.808868432053748754e-01,-1.074196387508126183e+00,7.431090594176231745e-01
4.350646972799586365e+02,-1.820528326168826816e-01,-1.075113666482170993e+00,7.518646772955712709e-01
4.351684570455870471e+02,-1.836167813240462410e-01,-1.076443830107048694e+00,7.643888199246100523e-01
4.352722168112154577e+02,-1.864123460376924668e-01,-1.077358204862678415e+00,7.753151238661771805e-01
4.353759765768438683e+02,-1.890338573283654455e-01,-1.078915730479589774e+00,7.910630666324589555e-01
4.354797363424722789e+02,-1.921301002043933892e-01,-1.079723620657457861e+00,8.016347576682415488e-01
4.355834961081006895e+02,-1.940383279901381763e-01,-1.080944964786178408e+00,8.138075713944212808e-01
4.356872558737291001e+02,-1.964667032948304581e-01,-1.082729631296122541e+00,8.310921886443939366e-01
4.357910156393575676e+02,-1.999472226130750430e-01,-1.084694211831507049e+00,8.512654488846392864e-01
4.358947754049859782e+02,-2.000516860321076840e-01,-1.086529635635879121e+00,8.656173999279817011e-01
4.359985351706143888e+02,-2.021866839341167899e-01,-1.087633149744063887e+00,8.771943544204990895e-01
4.361022949362427994e+02,-2.063225263599868797e-01,-1.088635363586570648e+00,8.909081953607006499e-01
4.362060547018712100e+02,-2.077319964581931799e-01,-1.089490299744888313e+00,8.995513913766837177e-01
4.363098144674996206e+02,-2.083286366770311093e-01,-1.091386605014933231e+00,9.150007996026682244e-01
4.364135742331280312e+02,-2.108757104483938716e-01,-1.093194128132905618e+00,9.326123521513531855e-01
4.365173339987564418e+02,-2.141435489913295631e-01,-1.094796119484833907e+00,9.497256720452179612e-01
4.366210937643849093e+02,-2.158270902746028119e-01,-1.095311112018323652e+00,9.561833150887795174e-01
4.367248535300133199e+02,-2.182124019935974824e-01,-1.096539470547772011e+00,9.691538532021516383e-01
4.368286132956417305e+02,-2.205883514313861649e-01,-1.099767011656658244e+00,9.973128307798583281e-01
4.369323730612701411e+02,-2.234633548328284203e-01,-1.100860184507292949e+00,1.010005101403369077e+00
4.370361328268985517e+02,-2.261127530925494400e-01,-1.102623639798102406e+00,1.027443477480413980e+00
4.371398925925269623e+02,-2.288592572794566349e-01,-1.103560938875048913e+00,1.038800767048248641e+00
4.372436523581553729e+02,-2.304902699016218304e-01,-1.104919225580753395e+00,1.051599714501388227e+00
4.373474121237838403e+02,-2.317617944105338224e-01,-1.107543347416633628e+00,1.073340636967307526e+00
4.374511718894122509e+02,-2.352235602865365149e-01,-1.108717570884211190e+00,1.087627705180060245e+00
4.375549316550406616e+02,-2.376748001761351259e-01,-1.109116899724494232e+00,1.094535411547451265e+00
4.376586914206690722e+02,-2.395177883141874076e-01,-1.110405645303511601e+00,1.107140784833055447e+00
4.377624511862974828e+02,-2.422142412827829328e-01,-1.111870984548878560e+00,1.122445567941964928e+00
4.378662109519258934e+02,-2.443051391236081005e-01,-1.113830235288597148e+00,1.140444957459038955e+00
4.379699707175543040e+02,-2.459707495266980348e-01,-1.115571106191488582e+00,1.156106789332283613e+00
4.380737304831827146e+02,-2.488056681034922502e-01,-1.115529203388194723e+00,1.160461397761329838e+00
4.381774902488111820e+02,-2.516935087071042743e-01,-1.117424905808768631e+00,1.179298768666708019e+00
4.382812500144395926e+02,-2.544651898673832013e-01,-1.119146650824476730e+00,1.196654901653844361e+00
4.383850097800680032e+02,-2.563975085408713439e-01,-1.120870154311198741e+00,1.212608840791707943e+00
4.384887695456964138e+02,-2.595709804888286509e-01,-1.121759379580642424e+00,1.224522011344427064e+00
4.385925293113248244e+02,-2.620617999481121285e-01,-1.123480025103717583e+00,1.241401236276848064e+00
4.386962890769532351e+02,-2.636675589863064495e-01,-1.123569085607833307e+00,1.244807722323290289e+00
4.388000488425816457e+02,-2.652342020801834455e-01,-1.127075189634552332e+00,1.273146561267080479e+00
4.389038086082100563e+02,-2.681396463553031295e-01,-1.128167545456429721e+00,1.286127703847904424e+00
4.390075683738385237e+02,-2.713520726197495847e-01,-1.129253023600698347e+00,1.299618334552437915e+00
4.391113281394669343e+02,-2.738328178821808345e-01,-1.130160144480103934e+00,1.310558224619442491e+00
4.392150879050953449e+02,-2.761712361244616498e-01,-1.133017411963171295e+00,1.335385914227028570e+00
4.393188476707237555e+02,-2.789492106985118625e-01,-1.134190082610703865e+00,1.348779833209900580e+00
4.394226074363521661e+02,-2.818106118871871457e-01,-1.134742683132417884e+00,1.357869972313471507e+00
4.395263672019805767e+02,-2.839397429301645515e-01,-1.135513424772365276e+00,1.367245345779926069e+00
4.396301269676089873e+02,-2.873874054460148209e-01,-1.138438306085644003e+00,1.394487636237171424e+00
4.397338867332374548e+02,-2.885107106811052313e-01,-1.139140851574842461e+00,1.401560370139948386e+00
4.398376464988658654e+02,-2.919175335434878171e-01,-1.142157246084041899e+00,1.429332518323247259e+00
4.399414062644942760e+02,-2.949552746732610475e-01,-1.142574910614789774e+00,1.437877312416893538e+00
4.400451660301226866e+02,-2.961945856855462411e-01,-1.143700872710930128e+00,1.448178792573929119e+00
4.401489257957510972e+02,-3.013211760821246643e-01,-1.145744907105940902e+00,1.472204137682090463e+00
4.402526855613795078e+02,-3.027810972365460040e-01,-1.147166095083372639e+00,1.484997575613829168e+00
4.403564453270079184e+02,-3.043997544711070091e-01,-1.148213797949988235e+00,1.495436761612338294e+00
4.404602050926363290e+02,-3.056169193096133774e-01,-1.150003913739208183e+00,1.510358646360478563e+00
4.405639648582647965e+02,-3.097181835244349757e-01,-1.152130660185143984e+00,1.533057287327602713e+00
4.406677246238932071e+02,-3.123438355425722790e-01,-1.152296701572499860e+00,1.539204109995284897e+00
4.407714843895216177e+02,-3.150034700736856208e-01,-1.154007535301174503e+00,1.556276693101767972e+00
4.408752441551500283e+02,-3.169670530512323503e-01,-1.155250180918614866e+00,1.568734164942413356e+00
4.409790039207784389e+02,-3.205409784091505787e-01,-1.155875120962311264e+00,1.579985619596599999e+00
4.410827636864068495e+02,-3.235313373291370809e-01,-1.157756300586850751e+00,1.598895395699492905e+00
4.411865234520352601e+02,-3.261591482294176614e-01,-1.159121408904440598e+00,1.613506991651374900e+00
4.412902832176636707e+02,-3.279461481677729551e-01,-1.159793890751733780e+00,1.621671307063997425e+00
4.413940429832921382e+02,-3.320553375498250803e-01,-1.163467772307568815e+00,1.655167521071841064e+00
4.414978027489205488e+02,-3.348674046182775199e-01,-1.163684143416971795e+00,1.662219354503287949e+00
4.416015625145489594e+02,-3.363072161782315606e-01,-1.164623238725699172e+00,1.671547635084581485e+00
4.417053222801773700e+02,-3.384269142086663296e-01,-1.166310414551154917e+00,1.687368862516041013e+00
4.418090820458057806e+02,-3.418278531055850000e-01,-1.168940968808053205e+00,1.712199991313605230e+00
4.419128418114341912e+02,-3.442089735784057414e-01,-1.170324524337987837e+00,1.726435888896828974e+00
4.420166015770626018e+02,-3.463180016417209406e-01,-1.171990272477235084e+00,1.742044583944984071e+00
4.421203613426910124e+02,-3.496330087838825373e-01,-1.173392334223861688e+00,1.758285214345189473e+00
4.422241211083194798e+02,-3.524092387753903211e-01,-1.174899947346052853e+00,1.774159074139811443e+00
4.423278808739478904e+02,-3.560151977677920021e-01,-1.175517140480448752e+00,1.785704670494693280e+00
4.424316406395763011e+02,-3.575693281775196297e-01,-1.176755517889799041e+00,1.797267873043723929e+00
4.425354004052047117e+02,-3.594516823569693931e-01,-1.178513532014768384e+00,1.813002821682596188e+00
4.426391601708331223e+02,-3.631223240046263512e-01,-1.179344025552911734e+00,1.826172434409470080e+00
4.427429199364615329e+02,-3.669165997881536634e-01,-1.179609339306807003e+00,1.835846954274532372e+00
4.428466797020899435e+02,-3.705193474864718617e-01,-1.181516805638705314e+00,1.856176608165542641e+00
4.429504394677184109e+02,-3.729433569861876907e-01,-1.182333775828787736e+00,1.866738406525142446e+00
4.430541992333468215e+02,-3.759968233520686876e-01,-1.184398337138016011e+00,1.886959635600706342e+00
4.431579589989752321e+02,-3.776014624731635072e-01,-1.184766531942519796e+00,1.892810045431570831e+00
4.432617187646036427e+02,-3.817068315521471300e-01,-1.185690363496235022e+00,1.907690627167844211e+00
4.433654785302320533e+02,-3.831822975902097195e-01,-1.186972180795370591e+00,1.919346818858515880e+00
4.434692382958604639e+02,-3.862166304188799915e-01,-1.188635010934603553e+00,1.936856101371395855e+00
4.435729980614888746e+02,-3.894994015146108213e-01,-1.190647549045418696e+00,1.957201908101489307e+00
4.436767578271172852e+02,-3.915954943908384056e-01,-1.191864879951445300e+00,1.969740789093676891e+00
4.437805175927457526e+02,-3.947044987929864135e-01,-1.193568117183647415e+00,1.987660569330498284e+00
4.438842773583741632e+02,-3.973354933810602785e-01,-1.194955685850073390e+00,2.002469306581022401e+00
4.439880371240025738e+02,-4.000538872899024878e-01,-1.195732777274973069e+00,2.013479526783135576e+00
4.440917968896309844e+02,-4.030710985435929650e-01,-1.197884629979602655e+00,2.034120208954687037e+00
4.441955566552593950e+02,-4.063678287426619740e-01,-1.198393326098224909e+00,2.044676526100837499e+00
4.442993164208878056e+02,-4.095505423152912550e-01,-1.199861213548820471e+00,2.061235799216790454e+00
4.444030761865162731e+02,-4.117878426189072183e-01,-1.201225127052308883e+00,2.075026948653762027e+00
4.445068359521447405e+02,-4.153693218880106786e-01,-1.202940893132197875e+00,2.094073567379491241e+00
4.446105957177731511e+02,-4.184597455765586282e-01,-1.204806927286613982e+00,2.112990008758061755e+00
4.447143554834015617e+02,-4.213809744073419572e-01,-1.204451418256010875e+00,2.117251262478270668e+00
4.448181152490299723e+02,-4.232668448071308376e-01,-1.205283475830972728e+00,2.126837165999236223e+00
4.449218750146583830e+02,-4.269797586031381931e-01,-1.207996481652116705e+00,2.152586696093332197e+00
4.450256347802867936e+02,-4.300069445531672363e-01,-1.210097152987540614e+00,2.172841470246885898e+00
4.451293945459152042e+02,-4.343149383728389656e-01,-1.211473423531397975e+00,2.191382995667180644e+00
4.452331543115436148e+02,-4.366648772834039183e-01,-1.212176339890487897e+00,2.201205657281515737e+00
4.453369140771720822e+02,-4.388425148638350759e-01,-1.213616089480426430e+00,2.215307554180365734e+00
4.454406738428004928e+02,-4.417885516822096514e-01,-1.215054592241694875e+00,2.231154191808694343e+00
4.455444336084289034e+02,-4.436808462460524183e-01,-1.214818925702069841e+00,2.234018852737530203e+00
4.456481933740573140e+02,-4.472057859740389829e-01,-1.216265600771914368e+00,2.251270017851806138e+00
4.457519531396857246e+02,-4.509224721189010743e-01,-1.217274774036028573e+00,2.266228310636787313e+00
4.458557129053141352e+02,-4.535313930800436988e-01,-1.217746119582456155e+00,2.275258426532737577e+00
4.459594726709425458e+02,-4.563759512168710231e-01,-1.219775032525662217e+00,2.294591712721157251e+00
4.460632324365709565e+02,-4.605445643257332633e-01,-1.220302236056949763e+00,2.307652900613315516e+00
4.461669922021994239e+02,-4.619540299146832618e-01,-1.221022017690738037e+00,2.315450994799256534e+00
4.462707519678278345e+02,-4.651150342072903343e-01,-1.223560728600440628e+00,2.338670893653597815e+00
4.463745117334562451e+02,-4.689917661018223050e-01,-1.226198725718227411e+00,2.364154685482606322e+00
4.464782714990846557e+02,-4.713316291119830637e-01,-1.226608965119961203e+00,2.372226884276814385e+00
4.465820312647130663e+02,-4.752536555126889994e-01,-1.226497199386644699e+00,2.380866229674906798e+00
4.466857910303414769e+02,-4.796654816753638806e-01,-1.227785682989608329e+00,2.399339758830095093e+00
4.467895507959698875e+02,-4.811207464798100686e-01,-1.230692038155029921e+00,2.420641541434422006e+00
4.468933105615983550e+02,-4.858715874471528084e-01,-1.231245001763752178e+00,2.435428902216221658e+00
4.469970703272267656e+02,-4.890432357132640240e-01,-1.231406962858093923e+00,2.444073635256224453e+00
4.471008300928551762e+02,-4.907790432748725395e-01,-1.230545517356401275e+00,2.443034349351793644e+00
4.472045898584835868e+02,-4.944678311245636060e-01,-1.232488891348533011e+00,2.463821878975042345e+00
4.473083496241119974e+02,-4.961637392596649487e-01,-1.234260203784487198e+00,2.478693929802635143e+00
4.474121093897404080e+02,-5.009281553681010912e-01,-1.234462118698522515e+00,2.491557184292357618e+00
4.475158691553688186e+02,-5.039921272345768699e-01,-1.235096452411454049e+00,2.502909906299578324e+00
4.476196289209972292e+02,-5.069004323078781793e-01,-1.238028282701395311e+00,2.527710354881194110e+00
4.477233886866256967e+02,-5.106417005985632862e-01,-1.238452749453569979e+00,2.539483414107839732e+00
